source,target
2148089768,1990453689
1992231127,2058105619
1992231127,2108976547
2606828902,2074471048
2606828902,2091460873
2606828902,2202777762
2606828902,2278448846
2606828902,1798489336
2606828902,2057414382
2606828902,1545072659
2606828902,2027322285
2606828902,2012938189
2606828902,1996716416
2606828902,2059390955
2606828902,1966001053
2606828902,2008235313
2606828902,2081522708
2606828902,1707484866
2606828902,145409174
2156594430,1932825008
2156594430,2074665709
2156594430,2146398250
2156594430,2138502909
2156594430,2518811047
1565635388,1993243599
1565635388,2073691881
1565635388,2118803519
2419296173,2011551841
2419296173,1998327661
2419296173,2159075000
1992545015,2015345393
2012765458,2011551841
2012765458,1978602984
2012765458,2010502171
2012765458,1481905924
2012765458,201224041
2012765458,1983754633
2012765458,1530780495
2012765458,74010801
2012765458,175056903
2012765458,991265790
2547686582,1998327661
2547686582,2089919337
2547686582,2018297962
2547686582,1993243599
2547686582,2009166224
2066985544,2128154753
991265790,201224041
991265790,1916920390
991265790,1530780495
991265790,2320121120
991265790,2078123721
991265790,2333744475
2064844194,2164345547
2064844194,1978845392
2064844194,1513488900
2064844194,1971492509
145409174,2083281122
145409174,2074471048
145409174,2017167989
2790317606,2064106118
2790317606,2147809505
2790317606,2060133927
2790317606,1997841652
2790317606,2087375155
2790317606,2059580680
2790317606,2086871164
2790317606,1990453689
2790317606,2055061524
2790317606,2023360712
2790317606,2098526008
2790317606,2080276144
2790317606,2509719940
2038209617,1978845392
2038209617,2028089885
2038209617,2091121559
2038209617,1939167449
2178611632,2012938189
2048361180,2074471048
2042456470,1513488900
2138502909,2164345547
2138502909,1978845392
2138502909,2058105619
2138502909,1623899554
2138502909,1971492509
2138502909,2157716938
2138502909,1497653339
2138502909,2129428187
2138502909,2016685829
2138502909,2043153484
2138502909,2099711746
2138502909,2003183031
2138502909,2049459511
2138502909,2088117221
2801699037,2011551841
2801699037,1998327661
2801699037,1932825008
2801699037,2287166047
2801699037,2202777762
2801699037,2050776140
2801699037,2089919337
2801699037,1991238184
2801699037,2587918125
2801699037,1834220646
2801699037,1913732766
2801699037,2064106118
2801699037,1609821603
2801699037,1990868684
2801699037,2118955670
2801699037,1966654499
2801699037,2027322285
2801699037,2074665709
2801699037,1985496542
2801699037,1859986355
2801699037,2073163184
2801699037,2083511573
2801699037,2470067090
2801699037,2008235313
2801699037,2604671466
2801699037,2073858706
2801699037,2049316705
2801699037,2041040063
2801699037,2152482502
2801699037,2146429040
2801699037,2521066519
2801699037,1973049152
2801699037,2560232088
2801699037,2009166224
2801699037,1577992273
2801699037,2653005600
2801699037,2174488537
2088117221,1978845392
2088117221,2058105619
2088117221,1513488900
2088117221,2016685829
2789473377,2043002852
2789473377,2083197550
2789473377,2074039810
2789473377,1916920390
2789473377,2744708479
2789473377,2053204079
2789473377,2006656424
2789473377,2623771445
1831057746,2074665709
1831057746,1497653339
1831057746,2099711746
2164494695,40619706
2164494695,1913732766
2164494695,1609821603
2164494695,2041040063
2164494695,1671268003
2757331265,2586697474
2526257167,864372470
2526257167,2296421709
2526257167,1609821603
2526257167,1545519422
2526257167,2089705972
2171024013,2052351095
2171024013,2044121421
1581355799,2021995710
2546838577,1485496002
2546838577,2067408383
1975736808,2011551841
1975736808,251064908
2030361317,2145033111
2789845210,1504183433
2789845210,2004638404
2789845210,1481905924
2789845210,1913732766
2789845210,1859986355
2789845210,2497468488
2789845210,2735379888
2789845210,2116714053
2789845210,2762225601
2789845210,2623771445
2562767789,2083281122
2562767789,2091460873
2562767789,2278448846
2562767789,2106351948
2562767789,2093651953
2562767789,2341978580
2562767789,2339652516
2562767789,1894561178
2333744475,2202777762
2333744475,201224041
2333744475,1916920390
2333744475,1530780495
2333744475,2021511333
2333744475,2299529876
2333744475,2037542203
2152003276,2010502171
587156963,1504183433
587156963,1990868684
587156963,2118955670
587156963,1972427274
587156963,2152482502
587156963,2080892231
587156963,2066265557
587156963,2023573580
587156963,153042908
587156963,2241619111
587156963,2060149758
2025333233,2202777762
2025333233,2083511573
2025333233,2033472262
1872118864,2029162279
1872118864,2010738506
1968506954,2038220201
1964886583,2170059286
2581090017,2043002852
2581090017,1968999285
2581090017,2064106118
2581090017,2060133927
2581090017,2087375155
2581090017,1545519422
2581090017,2074039810
2581090017,2086871164
2581090017,1971256359
2581090017,2055061524
2581090017,2089705972
2581090017,2091121559
2581090017,1580987700
2581090017,2106652097
2581090017,2080276144
2581090017,2528926568
2165294625,2011551841
2165294625,2047834271
2165294625,1998327661
2165294625,2291076239
1975989601,1989995760
2061400599,1497653339
2061400599,2055449715
2079584306,2119181641
2079584306,2025759632
1984256151,2004638404
1984256151,2081497821
1589703532,2043002852
1589703532,2021984623
1589703532,2005426878
1589703532,2077389783
1589703532,2053204079
2151714656,2058105619
2151714656,2157716938
2151714656,2052351095
2151714656,2091279645
2151714656,1964886583
2151714656,2077467164
2074681985,1978845392
2074681985,2043310452
2074681985,2091279645
2074681985,2077049425
2074681985,2042456470
1502970699,2083281122
1502970699,2202777762
1502970699,1996922388
1502970699,1972427274
1502970699,1967892600
1502970699,2083511573
1502970699,2017167989
1502970699,2033472262
1502970699,1966001053
1502970699,2077389783
1502970699,1997575625
1502970699,2041040063
1502970699,2069152987
1980316416,1980893636
1980316416,1983537111
2528926568,1968999285
2528926568,1623899554
2528926568,1609821603
2528926568,2118955670
2528926568,1545519422
2528926568,1859986355
2528926568,1880836256
2528926568,2091121559
2528926568,2106652097
2528926568,2035436902
2029162279,1497653339
2029162279,2061400599
2029162279,2055449715
2039572006,1504183433
2039572006,2043002852
2039572006,1989837633
2039572006,2018297962
2039572006,2147809505
2039572006,1991893215
2039572006,2087375155
2039572006,2074039810
2039572006,2086871164
2039572006,1990453689
2039572006,2023360712
2039572006,2060948559
2039572006,2085760485
2039572006,2053847316
2067890187,2091294729
2067890187,2043153484
2067890187,2010606670
2067890187,1964886583
2053847316,1504183433
2053847316,2043002852
2053847316,1989837633
2053847316,1623899554
2053847316,2086349579
2053847316,2018297962
2053847316,2060133927
2053847316,1997841652
2053847316,2087375155
2053847316,2059580680
2053847316,2086871164
2053847316,1990453689
2053847316,2017313399
2053847316,1974264916
2053847316,2030715167
2053847316,2026890993
1823907620,2091460873
1823907620,1798489336
1823907620,1932582440
1823907620,2042474989
1823907620,1545072659
1823907620,2073858706
251064908,201224041
251064908,1916920390
251064908,2320121120
251064908,175056903
251064908,2078123721
251064908,2083103609
251064908,2060149758
2565566991,2083197550
2565566991,2018297962
2565566991,1993243599
2565566991,1859986355
2565566991,2035647158
2565566991,2055061524
2565566991,1997575625
2565566991,1604253698
2565566991,2073764051
2565566991,2045381284
2565566991,2030715167
2565566991,2006656424
2565566991,2164494695
2565566991,2241619111
2008291426,2048361180
2008291426,192240132
153042908,1504183433
153042908,1990868684
153042908,2080892231
2333680610,1998327661
2333680610,2089919337
2333680610,189494989
2059859259,1982468577
2077467164,1513488900
2077467164,2148982690
2037542203,1996922388
2037542203,201224041
2037542203,2068580990
2037542203,1991893215
2145348253,2071719485
2145348253,2132441697
2055983652,9402541
1993659481,2164345547
1978606873,1497653339
1978606873,2006825277
1978606873,1973049152
1978606873,1968506954
1978606873,2061400599
1978606873,1525795913
1978606873,2014535238
2746559922,1980316416
1939167449,1513488900
1939167449,2150509498
1939167449,2157716938
1671268003,2150509498
2032348050,1978845392
2032348050,2602736756
2032348050,2104735664
2033569146,2083281122
2033569146,2010502171
2033569146,1978845392
2033569146,1584092637
2241619111,2043002852
2241619111,1989837633
2241619111,1623899554
2241619111,2004638404
2241619111,1996922388
2241619111,2083197550
2241619111,201224041
2241619111,2018297962
2241619111,2081744794
2241619111,1916920390
2241619111,2005426878
2241619111,2069152987
2241619111,2023573580
2241619111,2106186799
2241619111,2471613662
2241619111,2128940261
192240132,1504183433
192240132,1623899554
192240132,2004638404
192240132,2118955670
192240132,1916920390
192240132,175056903
192240132,2471613662
192240132,2025759632
192240132,2035436902
391919516,2094008368
391919516,2305136657
1572530182,1974519537
1572530182,2059270607
2134039069,2083197550
2134039069,201224041
2423742774,2011551841
2423742774,2083281122
2423742774,2010502171
2423742774,2073858706
2423742774,2012765458
2008785277,2133550526
1876660364,1975989601
1894561178,2106351948
1894561178,1986534301
2471613662,2305136657
2471613662,1525795913
2547330571,1530993534
2547330571,2027322285
2547330571,1762143295
2547330571,1707484866
2400020882,2004638404
2400020882,1481905924
2400020882,1993243599
2400020882,2081497821
2400020882,2077389783
2400020882,2069152987
2004944143,1513488900
149589230,1504183433
149589230,2043002852
149589230,1996922388
149589230,1993243599
149589230,2030715167
149589230,2022842681
149589230,2006276724
2081815530,2034101834
1965502928,2038220201
2117375656,1497653339
2117375656,1908192776
2762225601,864372470
2762225601,2296421709
2762225601,1555700134
2762225601,1913732766
2762225601,1609821603
2762225601,1545519422
2762225601,2497468488
2762225601,1540377832
2762225601,2521066519
2762225601,2526257167
2653005600,2010502171
2653005600,2043002852
2653005600,1996922388
2653005600,2080058192
2653005600,2083197550
2653005600,1972427274
2653005600,2074039810
2653005600,2018601649
2653005600,1916920390
2653005600,1530780495
2653005600,2073691881
2653005600,2030715167
2653005600,2006656424
2653005600,2078123721
2653005600,2119181641
2653005600,1525795913
2010738506,2030361317
56641886,2058105619
56641886,2028089885
56641886,1999741657
1491690107,2083281122
1491690107,2047834271
1491690107,2129493656
1491690107,2027322285
1491690107,1707484866
2119181641,2025759632
1975517954,2043002852
1975517954,2086349579
1975517954,2068580990
1975517954,2086871164
1975517954,2007351065
1975517954,2098526008
1975517954,2079420092
2623771445,864372470
2623771445,1989837633
2623771445,2004638404
2623771445,1971492509
2623771445,2147809505
2623771445,2118955670
2623771445,1997841652
2623771445,2068580990
2623771445,2074665709
2623771445,1991893215
2623771445,1859986355
2623771445,2039824329
2623771445,2005426878
2623771445,2055061524
2623771445,1973049152
1585395114,1998327661
1585395114,1504183433
1585395114,2043002852
1585395114,1989837633
1585395114,1996922388
1585395114,2086349579
1585395114,2071719485
1585395114,2018297962
1585395114,2086871164
1585395114,2081497821
1585395114,2095105537
1585395114,1513787087
1585395114,2017313399
1585395114,1974264916
1585395114,2045381284
1585395114,2030715167
1585395114,391919516
1585395114,2060149758
1585395114,2340115408
2042912787,1964555736
2148628208,2008785277
1860667329,175056903
2111643547,2082358101
2174488537,2083281122
2174488537,2091460873
2174488537,2202777762
2174488537,1798489336
2174488537,1932582440
2174488537,2042474989
2174488537,2095112144
33876368,1989837633
33876368,2004638404
33876368,2086349579
2104735664,2058105619
2104735664,2048487042
2340115408,1978845392
2340115408,2087495557
2340115408,1989995760
2106625025,2073691881
2106625025,2471613662
2106625025,2077822579
1980216077,2112354207
2761534124,1998327661
2761534124,2129493656
2761534124,1971492509
2761534124,2089919337
2761534124,1983754633
2761534124,2093468690
2761534124,2478108183
2761534124,2146644577
158056420,1916920390
2141584093,1989837633
2141584093,1993243599
2141584093,1991893215
2141584093,2106625025
2169676896,1497653339
2052657397,2083511573
2052657397,2073691881
2052657397,2305136657
2052657397,2119181641
2555768783,2081522708
1976464040,2083103609
2035436902,2313038701
