source,target,mag
1969652887.0,2134064181.0,1.0
1094293128.0,2560991001.0,3.0
1094293128.0,2711381588.0,2.0
1094293128.0,2076522883.0,5.0
1094293128.0,2247292572.0,5.0
1094293128.0,2134064181.0,2.0
2076522883.0,1094293128.0,2.0
1969652887.0,1094293128.0,1.0
1094293128.0,1094293128.0,2.0
2033490064.0,2330015038.0,1.0
2033490064.0,2017108474.0,1.0
2033490064.0,2033490064.0,1.0
2033490064.0,2076742173.0,1.0
2127442694.0,2330015038.0,1.0
2127442694.0,2017108474.0,1.0
2127442694.0,2033490064.0,1.0
2127442694.0,2076742173.0,1.0
2209974912.0,2330015038.0,1.0
2209974912.0,2017108474.0,1.0
2209974912.0,2033490064.0,1.0
2209974912.0,2076742173.0,1.0
2017108474.0,2330015038.0,1.0
2017108474.0,2017108474.0,1.0
2017108474.0,2033490064.0,1.0
2017108474.0,2076742173.0,1.0
676969794.0,2330015038.0,1.0
676969794.0,2017108474.0,1.0
676969794.0,2033490064.0,1.0
676969794.0,2076742173.0,1.0
229212510.0,2330015038.0,1.0
229212510.0,2017108474.0,1.0
229212510.0,2033490064.0,1.0
229212510.0,2076742173.0,1.0
2330015038.0,2330015038.0,1.0
2330015038.0,2017108474.0,1.0
2330015038.0,2033490064.0,1.0
2330015038.0,2076742173.0,1.0
1679575905.0,2106824575.0,1.0
1679575905.0,1765929309.0,1.0
1679575905.0,2307196916.0,1.0
1679575905.0,1984613836.0,1.0
1983554343.0,2106824575.0,1.0
1983554343.0,1765929309.0,1.0
1983554343.0,2307196916.0,1.0
1983554343.0,1984613836.0,1.0
2304831108.0,2106824575.0,1.0
2304831108.0,1765929309.0,1.0
2304831108.0,2307196916.0,1.0
2304831108.0,1984613836.0,1.0
2077736714.0,2142452866.0,1.0
2077736714.0,1045709392.0,1.0
2169669433.0,2142452866.0,1.0
2169669433.0,1045709392.0,1.0
1679575905.0,2142452866.0,1.0
1679575905.0,1045709392.0,1.0
1983554343.0,2142452866.0,1.0
1983554343.0,1045709392.0,1.0
2304831108.0,2142452866.0,1.0
2304831108.0,1045709392.0,1.0
2077736714.0,233151887.0,3.0
2077736714.0,146908812.0,3.0
2169669433.0,233151887.0,3.0
2169669433.0,146908812.0,3.0
1679575905.0,233151887.0,1.0
1679575905.0,146908812.0,1.0
1983554343.0,233151887.0,1.0
1983554343.0,146908812.0,1.0
2304831108.0,233151887.0,1.0
2304831108.0,146908812.0,1.0
2169669433.0,2598286043.0,1.0
1679575905.0,2598286043.0,1.0
1983554343.0,2598286043.0,1.0
2304831108.0,2598286043.0,1.0
2077736714.0,2305176804.0,4.0
2077736714.0,1865453616.0,2.0
2077736714.0,2113064632.0,4.0
2077736714.0,2065385335.0,4.0
2077736714.0,2694747168.0,2.0
2169669433.0,2305176804.0,4.0
2169669433.0,1865453616.0,2.0
2169669433.0,2113064632.0,4.0
2169669433.0,2065385335.0,4.0
2169669433.0,2694747168.0,2.0
1679575905.0,2305176804.0,4.0
1679575905.0,1865453616.0,2.0
1679575905.0,2113064632.0,4.0
1679575905.0,2065385335.0,4.0
1679575905.0,2694747168.0,2.0
1983554343.0,2305176804.0,4.0
1983554343.0,1865453616.0,2.0
1983554343.0,2113064632.0,4.0
1983554343.0,2065385335.0,4.0
1983554343.0,2694747168.0,2.0
2304831108.0,2305176804.0,2.0
2304831108.0,1865453616.0,1.0
2304831108.0,2113064632.0,2.0
2304831108.0,2065385335.0,2.0
2304831108.0,2694747168.0,1.0
2077736714.0,1972711476.0,3.0
2077736714.0,2161810323.0,3.0
2077736714.0,2132260494.0,3.0
2169669433.0,1972711476.0,3.0
2169669433.0,2161810323.0,3.0
2169669433.0,2132260494.0,3.0
1679575905.0,1972711476.0,3.0
1679575905.0,2161810323.0,3.0
1679575905.0,2132260494.0,3.0
1983554343.0,1972711476.0,3.0
1983554343.0,2161810323.0,3.0
1983554343.0,2132260494.0,3.0
2304831108.0,1972711476.0,2.0
2304831108.0,2161810323.0,2.0
2304831108.0,2132260494.0,2.0
2077736714.0,2123181868.0,4.0
2077736714.0,2289213271.0,4.0
2077736714.0,2468020076.0,4.0
2077736714.0,2310706129.0,4.0
2169669433.0,2123181868.0,4.0
2169669433.0,2289213271.0,4.0
2169669433.0,2468020076.0,4.0
2169669433.0,2310706129.0,4.0
1679575905.0,2123181868.0,2.0
1679575905.0,2289213271.0,2.0
1679575905.0,2468020076.0,2.0
1679575905.0,2310706129.0,2.0
1983554343.0,2123181868.0,2.0
1983554343.0,2289213271.0,2.0
1983554343.0,2468020076.0,2.0
1983554343.0,2310706129.0,2.0
2304831108.0,2123181868.0,1.0
2304831108.0,2289213271.0,1.0
2304831108.0,2468020076.0,1.0
2304831108.0,2310706129.0,1.0
2077736714.0,2707631004.0,1.0
2077736714.0,1533580016.0,1.0
2077736714.0,1995330977.0,1.0
2169669433.0,2707631004.0,1.0
2169669433.0,1533580016.0,1.0
2169669433.0,1995330977.0,1.0
1679575905.0,2707631004.0,1.0
1679575905.0,1533580016.0,1.0
1679575905.0,1995330977.0,1.0
1983554343.0,2707631004.0,1.0
1983554343.0,1533580016.0,1.0
1983554343.0,1995330977.0,1.0
2304831108.0,2707631004.0,1.0
2304831108.0,1533580016.0,1.0
2304831108.0,1995330977.0,1.0
2077736714.0,2076522883.0,2.0
2077736714.0,1094293128.0,2.0
2077736714.0,2247292572.0,1.0
2169669433.0,2076522883.0,2.0
2169669433.0,1094293128.0,2.0
2169669433.0,2247292572.0,1.0
1679575905.0,2076522883.0,1.0
1679575905.0,1094293128.0,1.0
1679575905.0,2247292572.0,1.0
1983554343.0,2076522883.0,1.0
1983554343.0,1094293128.0,1.0
1983554343.0,2247292572.0,1.0
2304831108.0,2076522883.0,1.0
2304831108.0,1094293128.0,1.0
2304831108.0,2247292572.0,1.0
2077736714.0,2707986727.0,1.0
2077736714.0,2590650281.0,1.0
2169669433.0,2707986727.0,1.0
2169669433.0,2590650281.0,1.0
1679575905.0,2707986727.0,1.0
1679575905.0,2590650281.0,1.0
1983554343.0,2707986727.0,1.0
1983554343.0,2590650281.0,1.0
2304831108.0,2707986727.0,1.0
2304831108.0,2590650281.0,1.0
2077736714.0,2043845686.0,2.0
2077736714.0,2635457114.0,2.0
2077736714.0,1979140108.0,2.0
2169669433.0,2043845686.0,2.0
2169669433.0,2635457114.0,2.0
2169669433.0,1979140108.0,2.0
1679575905.0,2043845686.0,2.0
1679575905.0,2635457114.0,2.0
1679575905.0,1979140108.0,2.0
1983554343.0,2043845686.0,2.0
1983554343.0,2635457114.0,2.0
1983554343.0,1979140108.0,2.0
2304831108.0,2043845686.0,1.0
2304831108.0,2635457114.0,1.0
2304831108.0,1979140108.0,1.0
2077736714.0,1679575905.0,2.0
2077736714.0,1983554343.0,2.0
2169669433.0,1679575905.0,2.0
2169669433.0,1983554343.0,2.0
1679575905.0,1679575905.0,2.0
1679575905.0,1983554343.0,2.0
1679575905.0,2077736714.0,3.0
1679575905.0,2169669433.0,4.0
1983554343.0,1679575905.0,2.0
1983554343.0,1983554343.0,2.0
1983554343.0,2077736714.0,3.0
1983554343.0,2169669433.0,4.0
2304831108.0,1679575905.0,1.0
2304831108.0,1983554343.0,1.0
2304831108.0,2077736714.0,2.0
2304831108.0,2169669433.0,2.0
2039579559.0,2717956395.0,2.0
2039579559.0,2642358346.0,2.0
2095415012.0,2717956395.0,1.0
2095415012.0,2642358346.0,1.0
2081226198.0,2717956395.0,1.0
2081226198.0,2642358346.0,1.0
705882724.0,2717956395.0,2.0
705882724.0,2642358346.0,2.0
2807365348.0,2717956395.0,1.0
2807365348.0,2642358346.0,1.0
2039579559.0,2147678711.0,2.0
2095415012.0,2147678711.0,1.0
2081226198.0,2147678711.0,1.0
705882724.0,2147678711.0,2.0
2807365348.0,2147678711.0,1.0
2039579559.0,2607529993.0,2.0
2039579559.0,2692004389.0,2.0
2039579559.0,2322889389.0,2.0
2095415012.0,2607529993.0,1.0
2095415012.0,2692004389.0,1.0
2095415012.0,2322889389.0,1.0
2081226198.0,2607529993.0,1.0
2081226198.0,2692004389.0,1.0
2081226198.0,2322889389.0,1.0
705882724.0,2607529993.0,2.0
705882724.0,2692004389.0,2.0
705882724.0,2322889389.0,2.0
2807365348.0,2607529993.0,1.0
2807365348.0,2692004389.0,1.0
2807365348.0,2322889389.0,1.0
1783373794.0,2692190370.0,3.0
1783373794.0,2709006732.0,3.0
1783373794.0,2702723102.0,3.0
2165019760.0,2692190370.0,1.0
2165019760.0,2709006732.0,1.0
2165019760.0,2702723102.0,1.0
2170296248.0,2692190370.0,1.0
2170296248.0,2709006732.0,1.0
2170296248.0,2702723102.0,1.0
1783373794.0,233151887.0,2.0
1783373794.0,146908812.0,2.0
2165019760.0,233151887.0,1.0
2165019760.0,146908812.0,1.0
2170296248.0,233151887.0,1.0
2170296248.0,146908812.0,1.0
1783373794.0,2169294177.0,1.0
1783373794.0,1907811893.0,1.0
1783373794.0,1481642178.0,1.0
2165019760.0,2169294177.0,1.0
2165019760.0,1907811893.0,1.0
2165019760.0,1481642178.0,1.0
2170296248.0,2169294177.0,1.0
2170296248.0,1907811893.0,1.0
2170296248.0,1481642178.0,1.0
1783373794.0,2097165080.0,1.0
1783373794.0,2027984156.0,1.0
1783373794.0,2267678628.0,1.0
1783373794.0,1458861332.0,1.0
1783373794.0,2893750063.0,1.0
2165019760.0,2097165080.0,1.0
2165019760.0,2027984156.0,1.0
2165019760.0,2267678628.0,1.0
2165019760.0,1458861332.0,1.0
2165019760.0,2893750063.0,1.0
2170296248.0,2097165080.0,1.0
2170296248.0,2027984156.0,1.0
2170296248.0,2267678628.0,1.0
2170296248.0,1458861332.0,1.0
2170296248.0,2893750063.0,1.0
1783373794.0,2495405225.0,1.0
1783373794.0,2636239501.0,1.0
2165019760.0,2495405225.0,1.0
2165019760.0,2636239501.0,1.0
2170296248.0,2495405225.0,1.0
2170296248.0,2636239501.0,1.0
1783373794.0,2099550923.0,1.0
1783373794.0,2151248842.0,1.0
1783373794.0,2224924575.0,1.0
1783373794.0,2693572855.0,1.0
2165019760.0,2099550923.0,1.0
2165019760.0,2151248842.0,1.0
2165019760.0,2224924575.0,1.0
2165019760.0,2693572855.0,1.0
2170296248.0,2099550923.0,1.0
2170296248.0,2151248842.0,1.0
2170296248.0,2224924575.0,1.0
2170296248.0,2693572855.0,1.0
2584050089.0,2077736714.0,1.0
2584050089.0,2169669433.0,1.0
2584050089.0,2127616844.0,1.0
2584050089.0,1834339306.0,1.0
2584050089.0,2195221789.0,1.0
2584050089.0,2106824575.0,1.0
2584050089.0,2632198184.0,1.0
2584050089.0,2041873084.0,1.0
2584050089.0,916236146.0,1.0
2584050089.0,2179086799.0,1.0
2648680260.0,253771894.0,1.0
2648680260.0,2142452866.0,1.0
2648680260.0,1045709392.0,1.0
2648680260.0,1978271887.0,1.0
2648680260.0,2397719753.0,2.0
2648680260.0,2549205119.0,2.0
2648680260.0,2600466324.0,2.0
2648680260.0,2284107172.0,2.0
2648680260.0,2556780817.0,2.0
2648680260.0,2093835385.0,2.0
2648680260.0,2522859347.0,1.0
2648680260.0,1790116258.0,1.0
2648680260.0,2126438951.0,1.0
2648680260.0,1570928961.0,1.0
2648680260.0,2568119777.0,2.0
2648680260.0,2015395025.0,1.0
2102797581.0,253771894.0,8.0
1993120014.0,253771894.0,6.0
1987843543.0,253771894.0,7.0
1993120014.0,233151887.0,28.0
1993120014.0,146908812.0,29.0
1993120014.0,2830088056.0,9.0
1993120014.0,2139383741.0,27.0
1993120014.0,2894079658.0,9.0
1993120014.0,2072162632.0,9.0
2102797581.0,2169294177.0,8.0
2102797581.0,1907811893.0,8.0
2102797581.0,1481642178.0,8.0
1993120014.0,2169294177.0,6.0
1993120014.0,1907811893.0,6.0
1993120014.0,1481642178.0,6.0
1987843543.0,2169294177.0,7.0
1987843543.0,1907811893.0,7.0
1987843543.0,1481642178.0,7.0
2102797581.0,2096352476.0,12.0
1993120014.0,2096352476.0,9.0
1987843543.0,2096352476.0,11.0
2102797581.0,1978271887.0,9.0
1993120014.0,1978271887.0,7.0
1987843543.0,1978271887.0,8.0
1993120014.0,2102797581.0,31.0
1993120014.0,1987843543.0,31.0
1993120014.0,1988478294.0,5.0
1993120014.0,1993120014.0,28.0
1993120014.0,2082864321.0,5.0
1993120014.0,1965874878.0,6.0
1993120014.0,2145746520.0,3.0
2102797581.0,2735145029.0,7.0
2102797581.0,2734641129.0,7.0
2102797581.0,2736241830.0,7.0
2102797581.0,2128403331.0,7.0
1993120014.0,2735145029.0,6.0
1993120014.0,2734641129.0,6.0
1993120014.0,2736241830.0,6.0
1993120014.0,2128403331.0,6.0
1987843543.0,2735145029.0,7.0
1987843543.0,2734641129.0,7.0
1987843543.0,2736241830.0,7.0
1987843543.0,2128403331.0,7.0
2102797581.0,2397719753.0,1.0
2102797581.0,2549205119.0,1.0
2102797581.0,2600466324.0,2.0
2102797581.0,2284107172.0,1.0
2102797581.0,2556780817.0,1.0
2102797581.0,2093835385.0,1.0
1993120014.0,2397719753.0,1.0
1993120014.0,2549205119.0,1.0
1993120014.0,2600466324.0,1.0
1993120014.0,2284107172.0,1.0
1993120014.0,2556780817.0,1.0
1993120014.0,2093835385.0,1.0
1987843543.0,2397719753.0,1.0
1987843543.0,2549205119.0,1.0
1987843543.0,2600466324.0,2.0
1987843543.0,2284107172.0,1.0
1987843543.0,2556780817.0,1.0
1987843543.0,2093835385.0,1.0
1993120014.0,2800877418.0,5.0
1993120014.0,2136041560.0,5.0
2102797581.0,2158148924.0,4.0
2102797581.0,2580858403.0,4.0
2102797581.0,2151007825.0,4.0
2102797581.0,1866305057.0,4.0
1987843543.0,2158148924.0,3.0
1987843543.0,2580858403.0,3.0
1987843543.0,2151007825.0,3.0
1987843543.0,1866305057.0,3.0
1993120014.0,2158148924.0,2.0
1993120014.0,2580858403.0,2.0
1993120014.0,2151007825.0,2.0
1993120014.0,1866305057.0,2.0
2102797581.0,2169669433.0,3.0
2102797581.0,2077736714.0,2.0
1987843543.0,2169669433.0,3.0
1987843543.0,2077736714.0,2.0
1993120014.0,2169669433.0,2.0
1993120014.0,2077736714.0,2.0
2333830548.0,2892748081.0,1.0
2333830548.0,2021673803.0,1.0
2333830548.0,101171190.0,1.0
5114806.0,2892748081.0,1.0
5114806.0,2021673803.0,1.0
5114806.0,101171190.0,1.0
2678974096.0,2892748081.0,1.0
2678974096.0,2021673803.0,1.0
2678974096.0,101171190.0,1.0
2139383741.0,253771894.0,4.0
2320419332.0,253771894.0,1.0
2017240795.0,253771894.0,1.0
2621698461.0,253771894.0,1.0
2074989338.0,253771894.0,1.0
300104971.0,253771894.0,1.0
2113314754.0,253771894.0,1.0
2139383741.0,2830088056.0,5.0
2139383741.0,2139383741.0,13.0
2139383741.0,2894079658.0,5.0
2139383741.0,2072162632.0,5.0
2320419332.0,2830088056.0,1.0
2320419332.0,2139383741.0,3.0
2320419332.0,2894079658.0,1.0
2320419332.0,2072162632.0,1.0
2017240795.0,2830088056.0,1.0
2017240795.0,2139383741.0,3.0
2017240795.0,2894079658.0,1.0
2017240795.0,2072162632.0,1.0
2621698461.0,2830088056.0,1.0
2621698461.0,2139383741.0,3.0
2621698461.0,2894079658.0,1.0
2621698461.0,2072162632.0,1.0
2074989338.0,2830088056.0,1.0
2074989338.0,2139383741.0,3.0
2074989338.0,2894079658.0,1.0
2074989338.0,2072162632.0,1.0
300104971.0,2830088056.0,1.0
300104971.0,2139383741.0,3.0
300104971.0,2894079658.0,1.0
300104971.0,2072162632.0,1.0
2113314754.0,2830088056.0,1.0
2113314754.0,2139383741.0,3.0
2113314754.0,2894079658.0,1.0
2113314754.0,2072162632.0,1.0
2139383741.0,233151887.0,12.0
2139383741.0,146908812.0,12.0
2320419332.0,233151887.0,2.0
2320419332.0,146908812.0,2.0
2017240795.0,233151887.0,2.0
2017240795.0,146908812.0,2.0
2621698461.0,233151887.0,2.0
2621698461.0,146908812.0,2.0
2074989338.0,233151887.0,2.0
2074989338.0,146908812.0,2.0
300104971.0,233151887.0,2.0
300104971.0,146908812.0,2.0
2113314754.0,233151887.0,2.0
2113314754.0,146908812.0,2.0
2139383741.0,2169294177.0,3.0
2139383741.0,1907811893.0,3.0
2139383741.0,1481642178.0,3.0
2320419332.0,2169294177.0,1.0
2320419332.0,1907811893.0,1.0
2320419332.0,1481642178.0,1.0
2017240795.0,2169294177.0,1.0
2017240795.0,1907811893.0,1.0
2017240795.0,1481642178.0,1.0
2621698461.0,2169294177.0,1.0
2621698461.0,1907811893.0,1.0
2621698461.0,1481642178.0,1.0
2074989338.0,2169294177.0,1.0
2074989338.0,1907811893.0,1.0
2074989338.0,1481642178.0,1.0
300104971.0,2169294177.0,1.0
300104971.0,1907811893.0,1.0
300104971.0,1481642178.0,1.0
2113314754.0,2169294177.0,1.0
2113314754.0,1907811893.0,1.0
2113314754.0,1481642178.0,1.0
2139383741.0,2600466324.0,1.0
2320419332.0,2600466324.0,1.0
2017240795.0,2600466324.0,1.0
2621698461.0,2600466324.0,1.0
2074989338.0,2600466324.0,1.0
300104971.0,2600466324.0,1.0
2113314754.0,2600466324.0,1.0
2139383741.0,2096352476.0,4.0
2320419332.0,2096352476.0,1.0
2017240795.0,2096352476.0,1.0
2621698461.0,2096352476.0,1.0
2074989338.0,2096352476.0,1.0
300104971.0,2096352476.0,1.0
2113314754.0,2096352476.0,1.0
2320419332.0,1978271887.0,1.0
2017240795.0,1978271887.0,1.0
2621698461.0,1978271887.0,1.0
2074989338.0,1978271887.0,1.0
300104971.0,1978271887.0,1.0
2113314754.0,1978271887.0,1.0
2139383741.0,2305176804.0,9.0
2139383741.0,1865453616.0,5.0
2139383741.0,2113064632.0,8.0
2139383741.0,2065385335.0,9.0
2139383741.0,2694747168.0,5.0
2320419332.0,2305176804.0,1.0
2320419332.0,1865453616.0,1.0
2320419332.0,2113064632.0,1.0
2320419332.0,2065385335.0,1.0
2320419332.0,2694747168.0,1.0
2017240795.0,2305176804.0,1.0
2017240795.0,1865453616.0,1.0
2017240795.0,2113064632.0,1.0
2017240795.0,2065385335.0,1.0
2017240795.0,2694747168.0,1.0
2621698461.0,2305176804.0,1.0
2621698461.0,1865453616.0,1.0
2621698461.0,2113064632.0,1.0
2621698461.0,2065385335.0,1.0
2621698461.0,2694747168.0,1.0
2074989338.0,2305176804.0,1.0
2074989338.0,1865453616.0,1.0
2074989338.0,2113064632.0,1.0
2074989338.0,2065385335.0,1.0
2074989338.0,2694747168.0,1.0
300104971.0,2305176804.0,1.0
300104971.0,1865453616.0,1.0
300104971.0,2113064632.0,1.0
300104971.0,2065385335.0,1.0
300104971.0,2694747168.0,1.0
2113314754.0,2305176804.0,1.0
2113314754.0,1865453616.0,1.0
2113314754.0,2113064632.0,1.0
2113314754.0,2065385335.0,1.0
2113314754.0,2694747168.0,1.0
2139383741.0,1972711476.0,4.0
2139383741.0,2161810323.0,4.0
2139383741.0,2132260494.0,4.0
2320419332.0,1972711476.0,1.0
2320419332.0,2161810323.0,1.0
2320419332.0,2132260494.0,1.0
2102797581.0,1972711476.0,8.0
2102797581.0,2161810323.0,8.0
2102797581.0,2132260494.0,8.0
2017240795.0,1972711476.0,1.0
2017240795.0,2161810323.0,1.0
2017240795.0,2132260494.0,1.0
1987843543.0,1972711476.0,7.0
1987843543.0,2161810323.0,7.0
1987843543.0,2132260494.0,7.0
2621698461.0,1972711476.0,1.0
2621698461.0,2161810323.0,1.0
2621698461.0,2132260494.0,1.0
2074989338.0,1972711476.0,1.0
2074989338.0,2161810323.0,1.0
2074989338.0,2132260494.0,1.0
300104971.0,1972711476.0,1.0
300104971.0,2161810323.0,1.0
300104971.0,2132260494.0,1.0
2113314754.0,1972711476.0,1.0
2113314754.0,2161810323.0,1.0
2113314754.0,2132260494.0,1.0
2139383741.0,2158148924.0,2.0
2139383741.0,2580858403.0,2.0
2139383741.0,2151007825.0,2.0
2139383741.0,1866305057.0,2.0
2320419332.0,2158148924.0,1.0
2320419332.0,2580858403.0,1.0
2320419332.0,2151007825.0,1.0
2320419332.0,1866305057.0,1.0
2017240795.0,2158148924.0,1.0
2017240795.0,2580858403.0,1.0
2017240795.0,2151007825.0,1.0
2017240795.0,1866305057.0,1.0
2621698461.0,2158148924.0,1.0
2621698461.0,2580858403.0,1.0
2621698461.0,2151007825.0,1.0
2621698461.0,1866305057.0,1.0
2074989338.0,2158148924.0,1.0
2074989338.0,2580858403.0,1.0
2074989338.0,2151007825.0,1.0
2074989338.0,1866305057.0,1.0
300104971.0,2158148924.0,1.0
300104971.0,2580858403.0,1.0
300104971.0,2151007825.0,1.0
300104971.0,1866305057.0,1.0
2113314754.0,2158148924.0,1.0
2113314754.0,2580858403.0,1.0
2113314754.0,2151007825.0,1.0
2113314754.0,1866305057.0,1.0
2139383741.0,2102797581.0,17.0
2139383741.0,1987843543.0,17.0
2139383741.0,1993120014.0,15.0
2320419332.0,2102797581.0,1.0
2320419332.0,1987843543.0,1.0
2320419332.0,1993120014.0,1.0
2017240795.0,2102797581.0,1.0
2017240795.0,1987843543.0,1.0
2017240795.0,1993120014.0,1.0
2621698461.0,2102797581.0,1.0
2621698461.0,1987843543.0,1.0
2621698461.0,1993120014.0,1.0
2074989338.0,2102797581.0,1.0
2074989338.0,1987843543.0,1.0
2074989338.0,1993120014.0,1.0
300104971.0,2102797581.0,1.0
300104971.0,1987843543.0,1.0
300104971.0,1993120014.0,1.0
2113314754.0,2102797581.0,1.0
2113314754.0,1987843543.0,1.0
2113314754.0,1993120014.0,1.0
2139383741.0,2735145029.0,2.0
2139383741.0,2734641129.0,2.0
2139383741.0,2736241830.0,2.0
2139383741.0,2128403331.0,2.0
2320419332.0,2735145029.0,1.0
2320419332.0,2734641129.0,1.0
2320419332.0,2736241830.0,1.0
2320419332.0,2128403331.0,1.0
2017240795.0,2735145029.0,1.0
2017240795.0,2734641129.0,1.0
2017240795.0,2736241830.0,1.0
2017240795.0,2128403331.0,1.0
2621698461.0,2735145029.0,1.0
2621698461.0,2734641129.0,1.0
2621698461.0,2736241830.0,1.0
2621698461.0,2128403331.0,1.0
2074989338.0,2735145029.0,1.0
2074989338.0,2734641129.0,1.0
2074989338.0,2736241830.0,1.0
2074989338.0,2128403331.0,1.0
300104971.0,2735145029.0,1.0
300104971.0,2734641129.0,1.0
300104971.0,2736241830.0,1.0
300104971.0,2128403331.0,1.0
2113314754.0,2735145029.0,1.0
2113314754.0,2734641129.0,1.0
2113314754.0,2736241830.0,1.0
2113314754.0,2128403331.0,1.0
2139383741.0,2034022524.0,2.0
2139383741.0,2145632385.0,2.0
2139383741.0,2495477823.0,2.0
2139383741.0,2684670826.0,2.0
2320419332.0,2034022524.0,1.0
2320419332.0,2145632385.0,1.0
2320419332.0,2495477823.0,1.0
2320419332.0,2684670826.0,1.0
2102797581.0,2034022524.0,2.0
2102797581.0,2145632385.0,2.0
2102797581.0,2495477823.0,2.0
2102797581.0,2684670826.0,2.0
2017240795.0,2034022524.0,1.0
2017240795.0,2145632385.0,1.0
2017240795.0,2495477823.0,1.0
2017240795.0,2684670826.0,1.0
1987843543.0,2034022524.0,2.0
1987843543.0,2145632385.0,2.0
1987843543.0,2495477823.0,2.0
1987843543.0,2684670826.0,2.0
2621698461.0,2034022524.0,1.0
2621698461.0,2145632385.0,1.0
2621698461.0,2495477823.0,1.0
2621698461.0,2684670826.0,1.0
2074989338.0,2034022524.0,1.0
2074989338.0,2145632385.0,1.0
2074989338.0,2495477823.0,1.0
2074989338.0,2684670826.0,1.0
300104971.0,2034022524.0,1.0
300104971.0,2145632385.0,1.0
300104971.0,2495477823.0,1.0
300104971.0,2684670826.0,1.0
2113314754.0,2034022524.0,1.0
2113314754.0,2145632385.0,1.0
2113314754.0,2495477823.0,1.0
2113314754.0,2684670826.0,1.0
2139383741.0,2074866530.0,1.0
2320419332.0,2074866530.0,1.0
2102797581.0,2074866530.0,1.0
2017240795.0,2074866530.0,1.0
1987843543.0,2074866530.0,1.0
2621698461.0,2074866530.0,1.0
2074989338.0,2074866530.0,1.0
300104971.0,2074866530.0,1.0
2113314754.0,2074866530.0,1.0
2145746520.0,2893803229.0,2.0
1965874878.0,2893803229.0,4.0
2509657949.0,2893803229.0,2.0
146908812.0,2893803229.0,3.0
2145746520.0,1965874878.0,4.0
2145746520.0,2509657949.0,3.0
2145746520.0,2145746520.0,2.0
1965874878.0,1965874878.0,6.0
1965874878.0,2509657949.0,5.0
1965874878.0,2145746520.0,4.0
2509657949.0,1965874878.0,3.0
2509657949.0,2509657949.0,2.0
2509657949.0,2145746520.0,1.0
146908812.0,2509657949.0,3.0
2145746520.0,2397719753.0,1.0
2145746520.0,2549205119.0,1.0
2145746520.0,2600466324.0,1.0
2145746520.0,2284107172.0,1.0
2145746520.0,2556780817.0,1.0
2145746520.0,2093835385.0,1.0
1965874878.0,2397719753.0,2.0
1965874878.0,2549205119.0,2.0
1965874878.0,2600466324.0,2.0
1965874878.0,2284107172.0,2.0
1965874878.0,2556780817.0,2.0
1965874878.0,2093835385.0,2.0
2509657949.0,2397719753.0,1.0
2509657949.0,2549205119.0,1.0
2509657949.0,2600466324.0,1.0
2509657949.0,2284107172.0,1.0
2509657949.0,2556780817.0,1.0
2509657949.0,2093835385.0,1.0
146908812.0,2397719753.0,1.0
146908812.0,2549205119.0,1.0
146908812.0,2600466324.0,1.0
146908812.0,2284107172.0,1.0
146908812.0,2556780817.0,1.0
146908812.0,2093835385.0,1.0
2132998548.0,1392871264.0,2.0
2132998548.0,2608473440.0,2.0
2100035487.0,1392871264.0,1.0
2100035487.0,2608473440.0,1.0
2689218802.0,1392871264.0,1.0
2689218802.0,2608473440.0,1.0
683208859.0,1392871264.0,1.0
683208859.0,2608473440.0,1.0
2132998548.0,2600466324.0,3.0
2100035487.0,2600466324.0,3.0
2689218802.0,2600466324.0,3.0
683208859.0,2600466324.0,3.0
2132998548.0,2074220008.0,1.0
2100035487.0,2074220008.0,1.0
2689218802.0,2074220008.0,1.0
683208859.0,2074220008.0,1.0
2132998548.0,2150497552.0,1.0
2132998548.0,2120432532.0,1.0
2132998548.0,1985797339.0,1.0
2132998548.0,2085043130.0,1.0
2132998548.0,2148580738.0,1.0
2100035487.0,2150497552.0,1.0
2100035487.0,2120432532.0,1.0
2100035487.0,1985797339.0,1.0
2100035487.0,2085043130.0,1.0
2100035487.0,2148580738.0,1.0
2689218802.0,2150497552.0,1.0
2689218802.0,2120432532.0,1.0
2689218802.0,1985797339.0,1.0
2689218802.0,2085043130.0,1.0
2689218802.0,2148580738.0,1.0
683208859.0,2150497552.0,1.0
683208859.0,2120432532.0,1.0
683208859.0,1985797339.0,1.0
683208859.0,2085043130.0,1.0
683208859.0,2148580738.0,1.0
2132998548.0,92902669.0,1.0
2132998548.0,2165852064.0,1.0
2132998548.0,2126264140.0,1.0
2100035487.0,92902669.0,1.0
2100035487.0,2165852064.0,1.0
2100035487.0,2126264140.0,1.0
2689218802.0,92902669.0,1.0
2689218802.0,2165852064.0,1.0
2689218802.0,2126264140.0,1.0
683208859.0,92902669.0,1.0
683208859.0,2165852064.0,1.0
683208859.0,2126264140.0,1.0
1972671123.0,2494321317.0,1.0
1972671123.0,2659454969.0,1.0
2309836674.0,1430897697.0,1.0
2579247553.0,1430897697.0,1.0
2158017241.0,1430897697.0,1.0
2132977932.0,1430897697.0,1.0
2063280807.0,1430897697.0,1.0
2106217231.0,1430897697.0,1.0
2309836674.0,2142452866.0,2.0
2309836674.0,1045709392.0,2.0
2579247553.0,2142452866.0,2.0
2579247553.0,1045709392.0,2.0
2158017241.0,2142452866.0,1.0
2158017241.0,1045709392.0,1.0
2132977932.0,2142452866.0,1.0
2132977932.0,1045709392.0,1.0
2063280807.0,2142452866.0,1.0
